A;MktCoupons;OriginAirportID;DestAirportID;DestAirportID;ID_C;MktFare
562;1;Delhi;Cochin;Cochin;7;7408
563;1;Delhi;Cochin;Cochin;5;5443
564;1;Kolkata;Banglore;Banglore;5;10539
565;1;Delhi;Cochin;Cochin;7;7723
566;1;Delhi;Cochin;Cochin;7;15411
567;1;Banglore;Delhi;Delhi;5;7229
568;1;Kolkata;Banglore;Banglore;4;4804
569;1;Mumbai;Hyderabad;Hyderabad;5;4050
570;1;Kolkata;Banglore;Banglore;5;14151
571;1;Delhi;Cochin;Cochin;9;4957
572;1;Banglore;New Delhi;New Delhi;2;7591
573;1;Kolkata;Banglore;Banglore;5;11134
574;1;Delhi;Cochin;Cochin;4;6600
575;1;Banglore;New Delhi;New Delhi;2;4966
576;1;Delhi;Cochin;Cochin;2;15481
577;1;Kolkata;Banglore;Banglore;9;5515
578;1;Delhi;Cochin;Cochin;5;14714
579;1;Delhi;Cochin;Cochin;3;4959
580;1;Banglore;Delhi;Delhi;5;7229
581;1;Delhi;Cochin;Cochin;2;6094
582;1;Kolkata;Banglore;Banglore;1;4409
583;1;Delhi;Cochin;Cochin;7;9794
584;1;Mumbai;Hyderabad;Hyderabad;5;5678
585;1;Delhi;Cochin;Cochin;4;6442
586;1;Banglore;Delhi;Delhi;11;4878
587;1;Kolkata;Banglore;Banglore;5;12446
588;1;Delhi;Cochin;Cochin;5;16704
589;1;Banglore;New Delhi;New Delhi;5;9134
590;1;Kolkata;Banglore;Banglore;5;8586
591;1;Banglore;Delhi;Delhi;5;7229
592;1;Banglore;Delhi;Delhi;5;6144
593;1;Banglore;Delhi;Delhi;2;6961
594;1;Kolkata;Banglore;Banglore;5;10844
595;1;Chennai;Kolkata;Kolkata;4;3597
596;1;Banglore;New Delhi;New Delhi;9;7139
597;1;Mumbai;Hyderabad;Hyderabad;2;25139
598;1;Delhi;Cochin;Cochin;5;10368
599;1;Delhi;Cochin;Cochin;2;5117
600;1;Delhi;Cochin;Cochin;7;9211
601;1;Kolkata;Banglore;Banglore;9;4174
602;1;Delhi;Cochin;Cochin;7;10786
603;1;Banglore;New Delhi;New Delhi;5;9134
604;1;Delhi;Cochin;Cochin;5;13376
605;1;Banglore;New Delhi;New Delhi;2;6955
606;1;Kolkata;Banglore;Banglore;5;10844
607;1;Kolkata;Banglore;Banglore;1;3807
608;1;Kolkata;Banglore;Banglore;5;9663
609;1;Delhi;Cochin;Cochin;5;12373
610;1;Banglore;Delhi;Delhi;9;4991
611;1;Delhi;Cochin;Cochin;2;6745
612;1;Delhi;Cochin;Cochin;5;10262
613;1;Delhi;Cochin;Cochin;5;6540
614;1;Kolkata;Banglore;Banglore;9;3873
615;1;Delhi;Cochin;Cochin;5;15554
616;1;Kolkata;Banglore;Banglore;4;4804
617;1;Delhi;Cochin;Cochin;5;7438
618;1;Banglore;Delhi;Delhi;1;6181
619;1;Delhi;Cochin;Cochin;7;9424
620;1;Banglore;New Delhi;New Delhi;2;12725
621;1;Banglore;New Delhi;New Delhi;2;6046
622;1;Banglore;Delhi;Delhi;9;3971
623;1;Kolkata;Banglore;Banglore;5;12692
624;1;Delhi;Cochin;Cochin;4;7451
625;1;Banglore;New Delhi;New Delhi;5;13817
626;1;Kolkata;Banglore;Banglore;5;10703
627;1;Banglore;New Delhi;New Delhi;5;13817
628;1;Banglore;New Delhi;New Delhi;5;27210
629;1;Kolkata;Banglore;Banglore;5;13941
630;1;Banglore;New Delhi;New Delhi;2;10246
631;1;Kolkata;Banglore;Banglore;4;4804
632;1;Kolkata;Banglore;Banglore;1;6810
633;1;Banglore;Delhi;Delhi;5;5198
634;1;Banglore;Delhi;Delhi;11;5613
635;1;Mumbai;Hyderabad;Hyderabad;4;4784
636;1;Delhi;Cochin;Cochin;5;5406
637;1;Banglore;Delhi;Delhi;2;5228
638;1;Delhi;Cochin;Cochin;5;12898
639;1;Chennai;Kolkata;Kolkata;2;4667
640;1;Kolkata;Banglore;Banglore;5;14781
641;1;Banglore;Delhi;Delhi;11;5403
642;1;Kolkata;Banglore;Banglore;5;9899
643;1;Delhi;Cochin;Cochin;5;13029
644;1;Kolkata;Banglore;Banglore;11;9187
645;1;Banglore;Delhi;Delhi;4;4823
646;1;Delhi;Cochin;Cochin;2;8665
647;1;Delhi;Cochin;Cochin;4;14871
648;1;Mumbai;Hyderabad;Hyderabad;4;4049
649;1;Chennai;Kolkata;Kolkata;2;4667
650;1;Kolkata;Banglore;Banglore;4;4226
651;1;Banglore;New Delhi;New Delhi;2;7591
652;1;Banglore;New Delhi;New Delhi;5;19225
653;1;Delhi;Cochin;Cochin;5;12898
654;1;Mumbai;Hyderabad;Hyderabad;4;2754
655;1;Mumbai;Hyderabad;Hyderabad;9;1965
656;1;Kolkata;Banglore;Banglore;2;12835
657;1;Banglore;New Delhi;New Delhi;6;52229
658;1;Delhi;Cochin;Cochin;7;14533
659;1;Banglore;Delhi;Delhi;11;4668
660;1;Delhi;Cochin;Cochin;5;11822
661;1;Delhi;Cochin;Cochin;5;6017
662;1;Delhi;Cochin;Cochin;5;14714
663;1;Chennai;Kolkata;Kolkata;9;3597
664;1;Banglore;Delhi;Delhi;1;3383
665;1;Kolkata;Banglore;Banglore;2;11642
666;1;Banglore;Delhi;Delhi;11;5403
667;1;Delhi;Cochin;Cochin;2;14221
668;1;Kolkata;Banglore;Banglore;5;8586
669;1;Mumbai;Hyderabad;Hyderabad;4;4049
670;1;Delhi;Cochin;Cochin;5;10262
671;1;Delhi;Cochin;Cochin;7;7888
672;1;Delhi;Cochin;Cochin;2;8236
673;1;Delhi;Cochin;Cochin;2;12961
674;1;Kolkata;Banglore;Banglore;5;8586
675;1;Kolkata;Banglore;Banglore;4;5279
676;1;Banglore;Delhi;Delhi;3;3419
677;1;Delhi;Cochin;Cochin;5;13292
678;1;Kolkata;Banglore;Banglore;5;13067
679;1;Chennai;Kolkata;Kolkata;4;3597
680;1;Delhi;Cochin;Cochin;5;15554
681;1;Delhi;Cochin;Cochin;4;6027
682;1;Kolkata;Banglore;Banglore;5;14781
683;1;Delhi;Cochin;Cochin;5;13376
684;1;Banglore;Delhi;Delhi;4;3943
685;1;Delhi;Cochin;Cochin;3;5842
686;1;Chennai;Kolkata;Kolkata;4;4326
687;1;Delhi;Cochin;Cochin;7;8937
688;1;Chennai;Kolkata;Kolkata;2;3670
689;1;Banglore;Delhi;Delhi;4;4823
690;1;Mumbai;Hyderabad;Hyderabad;5;2071
691;1;Delhi;Cochin;Cochin;7;6093
692;1;Kolkata;Banglore;Banglore;11;11682
693;1;Banglore;New Delhi;New Delhi;4;7774
694;1;Kolkata;Banglore;Banglore;5;13067
695;1;Delhi;Cochin;Cochin;4;7514
696;1;Delhi;Cochin;Cochin;7;6838
697;1;Chennai;Kolkata;Kolkata;4;3858
698;1;Delhi;Cochin;Cochin;7;6795
699;1;Delhi;Cochin;Cochin;5;16263
700;1;Kolkata;Banglore;Banglore;2;8576
701;1;Banglore;Delhi;Delhi;2;5228
702;1;Delhi;Cochin;Cochin;5;16704
703;1;Kolkata;Banglore;Banglore;4;8872
704;1;Banglore;Delhi;Delhi;3;3898
705;1;Chennai;Kolkata;Kolkata;9;3332
706;1;Kolkata;Banglore;Banglore;5;5608
707;1;Kolkata;Banglore;Banglore;5;13941
708;1;Delhi;Cochin;Cochin;7;9100
709;1;Banglore;Delhi;Delhi;11;4878
710;1;Delhi;Cochin;Cochin;4;6416
711;1;Mumbai;Hyderabad;Hyderabad;9;2017
712;1;Delhi;Cochin;Cochin;5;10976
713;1;Kolkata;Banglore;Banglore;5;10031
714;1;Kolkata;Banglore;Banglore;4;4462
715;1;Delhi;Cochin;Cochin;4;5073
716;1;Chennai;Kolkata;Kolkata;4;4326
717;1;Delhi;Cochin;Cochin;8;10161
718;1;Mumbai;Hyderabad;Hyderabad;4;3175
719;1;Kolkata;Banglore;Banglore;11;12312
720;1;Delhi;Cochin;Cochin;5;12604
721;1;Delhi;Cochin;Cochin;7;10877
722;1;Kolkata;Banglore;Banglore;4;4226
723;1;Delhi;Cochin;Cochin;5;5406
724;1;Delhi;Cochin;Cochin;4;8618
725;1;Kolkata;Banglore;Banglore;4;4174
726;1;Delhi;Cochin;Cochin;3;10651
727;1;Delhi;Cochin;Cochin;5;5963
728;1;Delhi;Cochin;Cochin;5;10368
729;1;Mumbai;Hyderabad;Hyderabad;4;7681
730;1;Delhi;Cochin;Cochin;7;7485
731;1;Banglore;Delhi;Delhi;5;4544
732;1;Kolkata;Banglore;Banglore;9;4649
733;1;Chennai;Kolkata;Kolkata;11;11982
734;1;Mumbai;Hyderabad;Hyderabad;5;4995
735;1;Kolkata;Banglore;Banglore;4;5069
736;1;Kolkata;Banglore;Banglore;9;3873
737;1;Kolkata;Banglore;Banglore;9;3873
738;1;Delhi;Cochin;Cochin;2;8907
739;1;Kolkata;Banglore;Banglore;5;10844
740;1;Kolkata;Banglore;Banglore;5;10844
741;1;Kolkata;Banglore;Banglore;5;9663
742;1;Delhi;Cochin;Cochin;5;13292
743;1;Delhi;Cochin;Cochin;5;14441
744;1;Mumbai;Hyderabad;Hyderabad;5;4050
745;1;Banglore;New Delhi;New Delhi;4;6144
746;1;Delhi;Cochin;Cochin;4;14871
747;1;Banglore;Delhi;Delhi;1;4483
748;1;Delhi;Cochin;Cochin;4;6979
749;1;Mumbai;Hyderabad;Hyderabad;5;8040
750;1;Delhi;Cochin;Cochin;4;7048
751;1;Banglore;Delhi;Delhi;9;3573
752;1;Delhi;Cochin;Cochin;4;5054
753;1;Delhi;Cochin;Cochin;2;8582
754;1;Delhi;Cochin;Cochin;1;8759
755;1;Delhi;Cochin;Cochin;4;6442
756;1;Delhi;Cochin;Cochin;2;8879
757;1;Kolkata;Banglore;Banglore;5;10031
758;1;Delhi;Cochin;Cochin;5;10368
759;1;Banglore;Delhi;Delhi;4;3943
760;1;Delhi;Cochin;Cochin;4;14871
761;1;Mumbai;Hyderabad;Hyderabad;5;4995
762;1;Delhi;Cochin;Cochin;7;10791
763;1;Mumbai;Hyderabad;Hyderabad;9;2753
764;1;Banglore;Delhi;Delhi;4;4423
765;1;Kolkata;Banglore;Banglore;1;4409
766;1;Kolkata;Banglore;Banglore;2;6117
767;1;Delhi;Cochin;Cochin;5;15129
768;1;Kolkata;Banglore;Banglore;11;9345
769;1;Kolkata;Banglore;Banglore;11;8085
770;1;Delhi;Cochin;Cochin;5;15554
771;1;Banglore;Delhi;Delhi;9;3573
772;1;Delhi;Cochin;Cochin;7;17073
773;1;Delhi;Cochin;Cochin;7;6795
774;1;Banglore;New Delhi;New Delhi;11;5403
775;1;Chennai;Kolkata;Kolkata;4;3540
776;1;Delhi;Cochin;Cochin;11;6216
777;1;Banglore;Delhi;Delhi;5;3359
778;1;Kolkata;Banglore;Banglore;5;10844
779;1;Banglore;Delhi;Delhi;2;6961
780;1;Kolkata;Banglore;Banglore;1;4107
781;1;Delhi;Cochin;Cochin;7;13069
782;1;Delhi;Cochin;Cochin;5;13357
783;1;Delhi;Cochin;Cochin;4;6938
784;1;Delhi;Cochin;Cochin;5;13292
785;1;Banglore;New Delhi;New Delhi;2;26743
786;1;Delhi;Cochin;Cochin;7;13568
787;1;Delhi;Cochin;Cochin;7;15353
788;1;Chennai;Kolkata;Kolkata;4;3597
789;1;Kolkata;Banglore;Banglore;5;10031
790;1;Kolkata;Banglore;Banglore;2;14687
791;1;Banglore;Delhi;Delhi;5;7229
792;1;Delhi;Cochin;Cochin;3;10188
793;1;Banglore;New Delhi;New Delhi;11;7398
794;1;Delhi;Cochin;Cochin;5;16704
795;1;Banglore;New Delhi;New Delhi;4;8153
796;1;Banglore;Delhi;Delhi;5;7229
797;1;Delhi;Cochin;Cochin;7;6943
798;1;Delhi;Cochin;Cochin;7;8937
799;1;Delhi;Cochin;Cochin;2;9400
800;1;Kolkata;Banglore;Banglore;11;13152
801;1;Banglore;Delhi;Delhi;4;3419
802;1;Kolkata;Banglore;Banglore;11;7927
803;1;Banglore;New Delhi;New Delhi;2;9796
804;1;Banglore;New Delhi;New Delhi;11;8028
805;1;Delhi;Cochin;Cochin;7;10759
806;1;Delhi;Cochin;Cochin;7;10197
807;1;Banglore;Delhi;Delhi;2;5228
808;1;Delhi;Cochin;Cochin;7;9275
809;1;Chennai;Kolkata;Kolkata;4;5277
810;1;Delhi;Cochin;Cochin;5;13848
811;1;Delhi;Cochin;Cochin;4;6412
812;1;Kolkata;Banglore;Banglore;5;13941
813;1;Banglore;Delhi;Delhi;11;4668
814;1;Banglore;Delhi;Delhi;4;3419
815;1;Banglore;Delhi;Delhi;4;3943
816;1;Kolkata;Banglore;Banglore;2;6528
817;1;Banglore;Delhi;Delhi;5;7229
818;1;Delhi;Cochin;Cochin;7;13542
819;1;Kolkata;Banglore;Banglore;5;8529
820;1;Banglore;Delhi;Delhi;5;8016
821;1;Delhi;Cochin;Cochin;5;13029
822;1;Delhi;Cochin;Cochin;5;15129
823;1;Delhi;Cochin;Cochin;5;10368
824;1;Delhi;Cochin;Cochin;2;8666
825;1;Delhi;Cochin;Cochin;5;15554
826;1;Banglore;New Delhi;New Delhi;5;26890
827;1;Kolkata;Banglore;Banglore;5;13067
828;1;Banglore;Delhi;Delhi;5;4544
829;1;Kolkata;Banglore;Banglore;11;8452
830;1;Delhi;Cochin;Cochin;7;7268
831;1;Delhi;Cochin;Cochin;7;9627
832;1;Delhi;Cochin;Cochin;7;9103
833;1;Delhi;Cochin;Cochin;7;11142
834;1;Kolkata;Banglore;Banglore;4;4148
835;1;Kolkata;Banglore;Banglore;5;10844
836;1;Delhi;Cochin;Cochin;7;9646
837;1;Mumbai;Hyderabad;Hyderabad;4;12475
838;1;Delhi;Cochin;Cochin;5;15554
839;1;Delhi;Cochin;Cochin;5;10262
840;1;Banglore;Delhi;Delhi;2;6961
841;1;Delhi;Cochin;Cochin;5;10262
842;1;Delhi;Cochin;Cochin;5;10262
843;1;Banglore;Delhi;Delhi;4;3943
844;1;Mumbai;Hyderabad;Hyderabad;2;3625
845;1;Delhi;Cochin;Cochin;7;13378
846;1;Delhi;Cochin;Cochin;5;13882
847;1;Banglore;Delhi;Delhi;4;3943
848;1;Kolkata;Banglore;Banglore;2;14687
849;1;Delhi;Cochin;Cochin;1;6451
850;1;Banglore;Delhi;Delhi;11;4878
851;1;Delhi;Cochin;Cochin;4;8542
852;1;Kolkata;Banglore;Banglore;4;4804
853;1;Kolkata;Banglore;Banglore;4;6711
854;1;Delhi;Cochin;Cochin;7;16108
855;1;Banglore;Delhi;Delhi;4;3943
856;1;Kolkata;Banglore;Banglore;2;15422
857;1;Banglore;New Delhi;New Delhi;4;5694
858;1;Kolkata;Banglore;Banglore;5;12681
859;1;Kolkata;Banglore;Banglore;5;8586
860;1;Banglore;New Delhi;New Delhi;4;6144
861;1;Delhi;Cochin;Cochin;4;6015
862;1;Delhi;Cochin;Cochin;7;7155
863;1;Kolkata;Banglore;Banglore;5;12692
864;1;Delhi;Cochin;Cochin;2;8277
865;1;Delhi;Cochin;Cochin;2;9347
866;1;Delhi;Cochin;Cochin;2;4939
867;1;Mumbai;Hyderabad;Hyderabad;5;5678
868;1;Kolkata;Banglore;Banglore;5;10844
869;1;Banglore;New Delhi;New Delhi;5;7280
870;1;Delhi;Cochin;Cochin;7;7618
871;1;Delhi;Cochin;Cochin;7;15147
872;1;Kolkata;Banglore;Banglore;5;13941
873;1;Kolkata;Banglore;Banglore;5;11467
874;1;Delhi;Cochin;Cochin;7;6270
875;1;Delhi;Cochin;Cochin;7;17057
876;1;Banglore;Delhi;Delhi;5;8016
877;1;Delhi;Cochin;Cochin;9;4760
878;1;Kolkata;Banglore;Banglore;9;3815
879;1;Kolkata;Banglore;Banglore;9;4174
880;1;Kolkata;Banglore;Banglore;5;12692
881;1;Kolkata;Banglore;Banglore;2;15532
882;1;Mumbai;Hyderabad;Hyderabad;5;4995
883;1;Delhi;Cochin;Cochin;5;12898
884;1;Delhi;Cochin;Cochin;7;9794
885;1;Banglore;Delhi;Delhi;2;5228
886;1;Delhi;Cochin;Cochin;5;10262
887;1;Delhi;Cochin;Cochin;7;9646
888;1;Kolkata;Banglore;Banglore;5;15149
889;1;Kolkata;Banglore;Banglore;4;4205
890;1;Delhi;Cochin;Cochin;7;15147
891;1;Banglore;New Delhi;New Delhi;5;13712
892;1;Delhi;Cochin;Cochin;2;12415
893;1;Kolkata;Banglore;Banglore;1;5192
894;1;Kolkata;Banglore;Banglore;1;5162
895;1;Delhi;Cochin;Cochin;4;9027
896;1;Kolkata;Banglore;Banglore;5;11134
897;1;Kolkata;Banglore;Banglore;5;10844
898;1;Kolkata;Banglore;Banglore;11;12890
899;1;Kolkata;Banglore;Banglore;5;14571
900;1;Kolkata;Banglore;Banglore;5;12121
901;1;Delhi;Cochin;Cochin;5;12373
902;1;Banglore;New Delhi;New Delhi;2;10972
903;1;Delhi;Cochin;Cochin;5;10262
904;1;Delhi;Cochin;Cochin;5;12898
905;1;Delhi;Cochin;Cochin;4;6442
906;1;Banglore;Delhi;Delhi;11;5403
907;1;Delhi;Cochin;Cochin;4;5703
908;1;Delhi;Cochin;Cochin;7;9871
909;1;Kolkata;Banglore;Banglore;4;4174
910;1;Delhi;Cochin;Cochin;2;11972
911;1;Kolkata;Banglore;Banglore;9;4174
912;1;Kolkata;Banglore;Banglore;4;4804
913;1;Kolkata;Banglore;Banglore;5;12681
914;1;Kolkata;Banglore;Banglore;1;4508
915;1;Delhi;Cochin;Cochin;5;10262
916;1;Delhi;Cochin;Cochin;7;16775
917;1;Delhi;Cochin;Cochin;7;7198
918;1;Delhi;Cochin;Cochin;5;13014
919;1;Kolkata;Banglore;Banglore;2;10991
920;1;Chennai;Kolkata;Kolkata;11;3687
921;1;Kolkata;Banglore;Banglore;1;5530
922;1;Kolkata;Banglore;Banglore;9;3815
923;1;Kolkata;Banglore;Banglore;2;6535
924;1;Delhi;Cochin;Cochin;5;17234
925;1;Delhi;Cochin;Cochin;5;19907
926;1;Delhi;Cochin;Cochin;2;5022
927;1;Delhi;Cochin;Cochin;7;6305
928;1;Delhi;Cochin;Cochin;5;8728
929;1;Banglore;Delhi;Delhi;4;3943
930;1;Mumbai;Hyderabad;Hyderabad;4;3175
931;1;Banglore;New Delhi;New Delhi;5;7229
932;1;Delhi;Cochin;Cochin;7;8620
933;1;Banglore;New Delhi;New Delhi;2;10657
934;1;Banglore;New Delhi;New Delhi;5;7832
935;1;Delhi;Cochin;Cochin;5;11150
936;1;Banglore;New Delhi;New Delhi;5;25735
937;1;Delhi;Cochin;Cochin;5;16263
938;1;Delhi;Cochin;Cochin;7;5797
939;1;Delhi;Cochin;Cochin;5;14237
940;1;Delhi;Cochin;Cochin;5;10262
941;1;Delhi;Cochin;Cochin;5;10262
942;1;Banglore;Delhi;Delhi;4;3943
943;1;Delhi;Cochin;Cochin;5;12898
944;1;Banglore;Delhi;Delhi;4;3419
945;1;Banglore;New Delhi;New Delhi;4;8033
946;1;Banglore;New Delhi;New Delhi;5;27992
947;1;Kolkata;Banglore;Banglore;5;13941
948;1;Kolkata;Banglore;Banglore;5;14388
949;1;Kolkata;Banglore;Banglore;5;10844
950;1;Delhi;Cochin;Cochin;4;11600
951;1;Chennai;Kolkata;Kolkata;4;5277
952;1;Delhi;Cochin;Cochin;5;10262
953;1;Banglore;New Delhi;New Delhi;4;6144
954;1;Delhi;Cochin;Cochin;5;12898
955;1;Kolkata;Banglore;Banglore;5;13941
956;1;Delhi;Cochin;Cochin;5;12373
957;1;Kolkata;Banglore;Banglore;9;3841
958;1;Kolkata;Banglore;Banglore;2;10697
959;1;Banglore;New Delhi;New Delhi;5;26890
960;1;Mumbai;Hyderabad;Hyderabad;9;2175
961;1;Delhi;Cochin;Cochin;4;9476
962;1;Mumbai;Hyderabad;Hyderabad;2;3100
963;1;Delhi;Cochin;Cochin;5;10368
964;1;Mumbai;Hyderabad;Hyderabad;9;2017
965;1;Kolkata;Banglore;Banglore;9;3841
966;1;Delhi;Cochin;Cochin;2;10493
967;1;Banglore;New Delhi;New Delhi;9;5126
968;1;Banglore;Delhi;Delhi;4;3943
969;1;Delhi;Cochin;Cochin;2;11552
970;1;Delhi;Cochin;Cochin;2;7934
971;1;Mumbai;Hyderabad;Hyderabad;2;6092
972;1;Delhi;Cochin;Cochin;4;10112
973;1;Chennai;Kolkata;Kolkata;11;6627
974;1;Delhi;Cochin;Cochin;5;11507
975;1;Banglore;New Delhi;New Delhi;5;26890
976;1;Banglore;New Delhi;New Delhi;5;13817
977;1;Kolkata;Banglore;Banglore;5;13364
978;1;Kolkata;Banglore;Banglore;11;9187
979;1;Chennai;Kolkata;Kolkata;4;5277
980;1;Banglore;New Delhi;New Delhi;2;13492
981;1;Kolkata;Banglore;Banglore;1;5162
982;1;Delhi;Cochin;Cochin;3;5897
983;1;Kolkata;Banglore;Banglore;2;5510
984;1;Banglore;New Delhi;New Delhi;5;17261
985;1;Delhi;Cochin;Cochin;7;7485
986;1;Chennai;Kolkata;Kolkata;2;4667
987;1;Kolkata;Banglore;Banglore;5;14151
988;1;Delhi;Cochin;Cochin;4;7048
989;1;Delhi;Cochin;Cochin;5;12557
990;1;Delhi;Cochin;Cochin;7;15965
991;1;Banglore;New Delhi;New Delhi;2;11791
992;1;Delhi;Cochin;Cochin;7;8291
993;1;Banglore;Delhi;Delhi;4;4990
994;1;Kolkata;Banglore;Banglore;11;9135
995;1;Kolkata;Banglore;Banglore;1;4409
996;1;Kolkata;Banglore;Banglore;5;10844
997;1;Delhi;Cochin;Cochin;7;10407
998;1;Delhi;Cochin;Cochin;7;9315
999;1;Kolkata;Banglore;Banglore;5;9663
1000;1;Delhi;Cochin;Cochin;4;9264
1001;1;Chennai;Kolkata;Kolkata;9;3597
1002;1;Delhi;Cochin;Cochin;4;6442
1003;1;Delhi;Cochin;Cochin;7;15078
1004;1;Kolkata;Banglore;Banglore;4;6218
1005;1;Delhi;Cochin;Cochin;5;10262
1006;1;Delhi;Cochin;Cochin;7;13677
1007;1;Banglore;Delhi;Delhi;5;8016
1008;1;Delhi;Cochin;Cochin;5;10262
1009;1;Kolkata;Banglore;Banglore;9;3873
1010;1;Delhi;Cochin;Cochin;9;4812
1011;1;Mumbai;Hyderabad;Hyderabad;9;2017
1012;1;Kolkata;Banglore;Banglore;4;4462
1013;1;Delhi;Cochin;Cochin;2;10231
1014;1;Banglore;New Delhi;New Delhi;2;6383
1015;1;Delhi;Cochin;Cochin;2;11989
1016;1;Banglore;New Delhi;New Delhi;4;7303
1017;1;Banglore;Delhi;Delhi;5;7229
1018;1;Mumbai;Hyderabad;Hyderabad;5;4995
1019;1;Delhi;Cochin;Cochin;7;7408
1020;1;Kolkata;Banglore;Banglore;2;14960
1021;1;Banglore;New Delhi;New Delhi;1;4482
1022;1;Delhi;Cochin;Cochin;4;6442
1023;1;Banglore;Delhi;Delhi;5;6144
1024;1;Delhi;Cochin;Cochin;5;15129
1025;1;Delhi;Cochin;Cochin;2;10231
1026;1;Banglore;Delhi;Delhi;4;4823
1027;1;Banglore;Delhi;Delhi;4;4823
1028;1;Delhi;Cochin;Cochin;5;12898
1029;1;Mumbai;Hyderabad;Hyderabad;5;5678
1030;1;Delhi;Cochin;Cochin;2;14483
1031;1;Mumbai;Hyderabad;Hyderabad;5;2228
1032;1;Delhi;Cochin;Cochin;7;8018
1033;1;Delhi;Cochin;Cochin;7;15136
1034;1;Delhi;Cochin;Cochin;9;5583
1035;1;Delhi;Cochin;Cochin;2;13381
1036;1;Banglore;New Delhi;New Delhi;2;7932
1037;1;Kolkata;Banglore;Banglore;5;7757
1038;1;Delhi;Cochin;Cochin;5;13029
1039;1;Kolkata;Banglore;Banglore;9;3841
1040;1;Banglore;New Delhi;New Delhi;2;10216
1041;1;Mumbai;Hyderabad;Hyderabad;2;3100
1042;1;Delhi;Cochin;Cochin;2;8245
1043;1;Banglore;New Delhi;New Delhi;2;14594
1044;1;Delhi;Cochin;Cochin;5;14237
1045;1;Kolkata;Banglore;Banglore;2;13164
1046;1;Delhi;Cochin;Cochin;5;14924
1047;1;Kolkata;Banglore;Banglore;5;10844
1048;1;Kolkata;Banglore;Banglore;5;7064
1049;1;Kolkata;Banglore;Banglore;11;9555
1050;1;Delhi;Cochin;Cochin;7;7155
1051;1;Delhi;Cochin;Cochin;7;12192
1052;1;Delhi;Cochin;Cochin;1;7353
1053;1;Delhi;Cochin;Cochin;4;5054
1054;1;Delhi;Cochin;Cochin;7;18485
1055;1;Kolkata;Banglore;Banglore;5;10844
1056;1;Banglore;Delhi;Delhi;5;6144
1057;1;Mumbai;Hyderabad;Hyderabad;4;2754
1058;1;Delhi;Cochin;Cochin;7;12327
1059;1;Kolkata;Banglore;Banglore;9;3841
1060;1;Delhi;Cochin;Cochin;5;12373
1061;1;Delhi;Cochin;Cochin;2;10231
1062;1;Delhi;Cochin;Cochin;4;7318
1063;1;Banglore;New Delhi;New Delhi;5;16736
1064;1;Delhi;Cochin;Cochin;4;6195
1065;1;Mumbai;Hyderabad;Hyderabad;9;2753
1066;1;Chennai;Kolkata;Kolkata;9;3807
1067;1;Delhi;Cochin;Cochin;5;20064
1068;1;Delhi;Cochin;Cochin;4;5406
1069;1;Delhi;Cochin;Cochin;2;10441
1070;1;Kolkata;Banglore;Banglore;5;8066
1071;1;Banglore;Delhi;Delhi;2;6961
1072;1;Delhi;Cochin;Cochin;11;5586
1073;1;Delhi;Cochin;Cochin;2;7384
1074;1;Banglore;New Delhi;New Delhi;5;20800
1075;1;Kolkata;Banglore;Banglore;5;13941
1076;1;Banglore;Delhi;Delhi;5;5198
1077;1;Chennai;Kolkata;Kolkata;9;3807
1078;1;Delhi;Cochin;Cochin;7;13838
1079;1;Delhi;Cochin;Cochin;2;11185
1080;1;Banglore;Delhi;Delhi;5;7229
1081;1;Delhi;Cochin;Cochin;5;10262
1082;1;Kolkata;Banglore;Banglore;1;4384
1083;1;Delhi;Cochin;Cochin;5;12819
1084;1;Kolkata;Banglore;Banglore;5;7757
1085;1;Delhi;Cochin;Cochin;2;7174
1086;1;Delhi;Cochin;Cochin;4;6674
1087;1;Mumbai;Hyderabad;Hyderabad;4;2227
1088;1;Delhi;Cochin;Cochin;5;13014
1089;1;Mumbai;Hyderabad;Hyderabad;4;3175
1090;1;Kolkata;Banglore;Banglore;4;6565
1091;1;Kolkata;Banglore;Banglore;5;12681
1092;1;Chennai;Kolkata;Kolkata;11;3687
1093;1;Mumbai;Hyderabad;Hyderabad;5;3210
1094;1;Kolkata;Banglore;Banglore;4;4778
1095;1;Delhi;Cochin;Cochin;7;10877
1096;1;Kolkata;Banglore;Banglore;11;9187
1097;1;Banglore;New Delhi;New Delhi;2;6850
1098;1;Kolkata;Banglore;Banglore;5;14781
1099;1;Kolkata;Banglore;Banglore;2;13227
1100;1;Banglore;Delhi;Delhi;11;4668
1101;1;Kolkata;Banglore;Banglore;5;14178
1102;1;Kolkata;Banglore;Banglore;5;8066
1103;1;Banglore;Delhi;Delhi;4;3943
1104;1;Delhi;Cochin;Cochin;7;11200
1105;1;Kolkata;Banglore;Banglore;5;8586
1106;1;Kolkata;Banglore;Banglore;5;13044
1107;1;Delhi;Cochin;Cochin;7;8099
1108;1;Delhi;Cochin;Cochin;5;10262
1109;1;Delhi;Cochin;Cochin;7;18275
1110;1;Delhi;Cochin;Cochin;7;8475
1111;1;Kolkata;Banglore;Banglore;9;3873
1112;1;Mumbai;Hyderabad;Hyderabad;4;2227
1113;1;Delhi;Cochin;Cochin;5;16389
1114;1;Banglore;Delhi;Delhi;2;5228
1115;1;Banglore;New Delhi;New Delhi;2;5092
1116;1;Banglore;New Delhi;New Delhi;4;4777
1117;1;Banglore;New Delhi;New Delhi;1;3383
